Fid,lat,lng,road_desc,zip,timeStamp,twp,addr,outcome_of_incident,traffic_status,traffic_occured_by,area_accident_occured,Label
10.42.0.42-13.32.250.43-35007-443-6,40.0448024,-75.3254699,SPRING MILL RD & OLD GULPH RD; LOWER MERION; 2022-12-12 @ 19:26:22-Station:STA23;,19085,12-12-22 19:26,LOWER MERION,SPRING MILL RD & OLD GULPH RD,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
10.42.0.211-31.13.80.52-33133-443-6,40.3764496,-75.4818465,5TH ST & BITTING ALY;  RED HILL; Station 369; 2022-12-12 @ 19:38:20;,18076,12-12-22 19:38,RED HILL,5TH ST & BITTING ALY,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
172.217.10.110-10.42.0.151-443-44826-6,40.0448024,-75.3254699,SPRING MILL RD & OLD GULPH RD; LOWER MERION; 2022-12-12 @ 19:26:38;,19085,12-12-22 19:26,LOWER MERION,SPRING MILL RD & OLD GULPH RD,Greviously Injured,High,Vehicle with vehicle collision,Other,2
10.42.0.151-23.46.217.99-55697-443-6,40.3582695,-75.4431731,UPPER RIDGE RD & PRICE RD;  MARLBOROUGH; Station 344A; 2022-12-12 @ 19:41:03;,18073,12-12-22 19:41,MARLBOROUGH,UPPER RIDGE RD & PRICE RD,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
172.217.11.2-10.42.0.211-443-56467-6,40.2115098,-75.6259104,SCHOOLHOUSE RD & EARL DR;  CHESTER COUNTY; Station 3A84; 2022-12-12 @ 19:44:42;,19465,12-12-22 19:44,CHESTER COUNTY,SCHOOLHOUSE RD & EARL DR,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.42-115.239.210.141-52880-443-6,40.3582695,-75.4431731,UPPER RIDGE RD & PRICE RD;  MARLBOROUGH; Station 344A; 2022-12-12 @ 19:41:03;,18073,12-12-22 19:41,MARLBOROUGH,UPPER RIDGE RD & PRICE RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.151-112.80.248.187-50473-80-6,40.3023712,-75.3305697,TREVOR SQ & LIONS GATE CIR;  FRANCONIA; Station 339; 2022-12-12 @ 19:43:35;,18964,12-12-22 19:43,FRANCONIA,TREVOR SQ & LIONS GATE CIR,Death,Medium,Collision with roadside objects,Other,1
10.42.0.151-125.39.83.108-55017-80-6,40.3162924,-75.5536699,CHURCH RD & BIG RD;  NEW HANOVER; Station 332; 2022-12-12 @ 19:52:36;,18074,12-12-22 19:52,NEW HANOVER,CHURCH RD & BIG RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
172.217.12.202-10.42.0.151-443-58805-6,40.11697,-75.1825333,BRUCE RD & CLEMENT RD; SPRINGFIELD; 2022-12-12 @ 19:54:17-Station:STA700;,19075,12-12-22 19:54,SPRINGFIELD,BRUCE RD & CLEMENT RD,Death,Medium,Collision with pedestrians, Church areas,1
10.42.0.211-119.146.74.31-58779-443-6,40.0448024,-75.3254699,SPRING MILL RD & OLD GULPH RD;  LOWER MERION; Station 313A; 2022-12-12 @ 19:59:00;,19085,12-12-22 19:59,LOWER MERION,SPRING MILL RD & OLD GULPH RD,Greviously Injured,Medium,Vehicle with vehicle collision,Residential areas,2
172.217.10.110-10.42.0.211-443-37846-6,40.129191,-75.328829,LOGAN ST & POWELL ST;  NORRISTOWN; Station 308A; 2022-12-12 @ 19:57:19;,19401,12-12-22 19:57,NORRISTOWN,LOGAN ST & POWELL ST,Greviously Injured,High,Collision with roadside objects,Office areas,2
10.42.0.211-50.18.174.184-49738-443-6,40.1486227,-75.3076232,DEKALB PIKE & TOWNSHIP LINE RD; WHITPAIN; 2022-12-12 @ 20:01:15;,19422,12-12-22 20:01,WHITPAIN,DEKALB PIKE & TOWNSHIP LINE RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.151-31.13.71.3-36869-443-6,40.2734263,-75.3955502,PATERNO DR & HARLEYSVILLE PIKE;  LOWER SALFORD; Station 344; 2022-12-12 @ 20:03:31;,19438,12-12-22 20:03,LOWER SALFORD,PATERNO DR & HARLEYSVILLE PIKE,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
183.232.231.30-10.42.0.211-443-43582-6,40.1486227,-75.3076232,DEKALB PIKE & TOWNSHIP LINE RD; WHITPAIN; 2022-12-12 @ 20:10:17;,19422,12-12-22 20:10,WHITPAIN,DEKALB PIKE & TOWNSHIP LINE RD,Death,High,Vehicle with vehicle collision, Industrial areas,1
10.42.0.211-10.42.0.1-25364-53-17,40.2540222,-75.6730703,GLASGOW ST & ELM ST; WEST POTTSGROVE; 2022-12-12 @ 20:07:52-Station:STA57;,19464,12-12-22 20:07,WEST POTTSGROVE,GLASGOW ST & ELM ST,Greviously Injured,High,Vehicle with vehicle collision, Church areas,2
172.217.12.194-10.42.0.211-443-46186-6,40.088958,-75.408347,GODDARD BLVD & N GULPH RD; UPPER MERION; 2022-12-12 @ 20:15:55-Station:STA47;,19406,12-12-22 20:15,UPPER MERION,GODDARD BLVD & N GULPH RD,Death,Medium,Vehicle with vehicle collision,Residential areas,1
10.42.0.151-123.59.190.251-37065-80-6,40.0859891,-75.1463175,CHURCH RD & BENT RD;  CHELTENHAM; Station 358A; 2022-12-12 @ 20:19:27;,19095,12-12-22 20:19,CHELTENHAM,CHURCH RD & BENT RD,Minor Injury,High,Rollover,Residential areas,0
10.42.0.151-58.63.236.212-42489-443-6,40.0860099,-75.3871416,DEKALB PIKE & CROCKETT RD; UPPER MERION; 2022-12-12 @ 20:19:43;,19406,12-12-22 20:19,UPPER MERION,DEKALB PIKE & CROCKETT RD,Minor Injury,High,Collision with roadside objects,Residential areas,0
10.42.0.211-23.206.162.129-39559-80-6,40.0860099,-75.3871416,DEKALB PIKE & CROCKETT RD; UPPER MERION; 2022-12-12 @ 20:19:43;,19406,12-12-22 20:19,UPPER MERION,DEKALB PIKE & CROCKETT RD,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
10.42.0.211-121.14.255.100-41772-80-6,40.2814456,-75.6422,FARMINGTON AVE & RAMP RT100 NB TO FARMINGTON AVE; UPPER POTTSGROVE; 2022-12-12 @ 20:25:57;,19464,12-12-22 20:25,UPPER POTTSGROVE,FARMINGTON AVE & RAMP RT100 NB TO FARMINGTON AVE,Minor Injury,High,Vehicle with vehicle collision, Outside rural areas,0
10.42.0.211-10.42.0.1-48997-53-17,40.1587277,-75.4920611,GOLF CLUB DR & PARTRIDGE WAY;  UPPER PROVIDENCE; Station 324; 2022-12-12 @ 21:00:56;,19460,12-12-22 21:00,UPPER PROVIDENCE,GOLF CLUB DR & PARTRIDGE WAY,Death,Medium,Collision with roadside objects, Church areas,1
172.217.10.10-10.42.0.151-443-42310-6,40.1199455,-75.3383214,E ELM ST & DEKALB ST; NORRISTOWN; 2022-12-12 @ 21:00:09;,19401,12-12-22 21:00,NORRISTOWN,E ELM ST & DEKALB ST,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
10.42.0.211-10.42.0.1-39563-53-17,40.1873139,-75.1846099,BUTLER PIKE & NESBITT RD;  HORSHAM; Station 352; 2022-12-12 @ 21:07:37;,19002,12-12-22 21:07,HORSHAM,BUTLER PIKE & NESBITT RD,Death,High,Vehicle with vehicle collision, Church areas,1
203.205.158.52-10.42.0.42-80-47430-6,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2022-12-12 @ 21:10:24;,19403,12-12-22 21:10,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
180.149.136.194-10.42.0.211-443-59143-6,40.1102019,-75.1805826,RED OAK RD & COUNTRY CLUB DR;  SPRINGFIELD; Station 311; 2022-12-12 @ 21:07:05;,19075,12-12-22 21:07,SPRINGFIELD,RED OAK RD & COUNTRY CLUB DR,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
8.0.6.4-8.6.0.1-0-0-0,40.08732,-75.4050546,N GULPH RD; UPPER MERION; 2022-12-12 @ 21:09:39-Station:STA47;,,12-12-22 21:09,UPPER MERION,N GULPH RD,Death,High,Vehicle with vehicle collision,School areas,1
10.42.0.42-104.192.110.245-49913-80-6,40.0855923,-75.3912204,GULPH RD & KIRK AVE;  UPPER MERION; Station 317; 2022-12-12 @ 21:06:26;,19406,12-12-22 21:06,UPPER MERION,GULPH RD & KIRK AVE,Greviously Injured,High,Vehicle with vehicle collision,Residential areas,2
198.11.136.24-10.42.0.151-443-52088-6,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2022-12-12 @ 21:10:24;,19403,12-12-22 21:10,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,Death,Medium,Collision with pedestrians,Office areas,1
172.217.7.131-10.42.0.151-443-60617-6,40.08732,-75.4050546,N GULPH RD; UPPER MERION; 2022-12-12 @ 21:09:39-Station:STA47;,,12-12-22 21:09,UPPER MERION,N GULPH RD,Minor Injury,High,Vehicle with vehicle collision,Rural village areasOffice areas,0
180.149.134.142-10.42.0.42-80-44646-6,40.08732,-75.4050546,N GULPH RD; UPPER MERION; 2022-12-12 @ 21:09:39-Station:STA47;,,12-12-22 21:09,UPPER MERION,N GULPH RD,Greviously Injured,Medium,Collision with roadside objects,Other,2
172.217.12.202-10.42.0.211-443-44680-6,40.0249667,-75.2829046,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS;  LOWER MERION; Station 313; 2022-12-12 @ 21:11:42;,,12-12-22 21:11,LOWER MERION,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS,Minor Injury,Medium,Vehicle with vehicle collision,Residential areas,0
203.205.179.172-10.42.0.151-80-51510-6,40.0249667,-75.2829046,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS; LOWER MERION; 2022-12-12 @ 21:11:26-Station:STA22;,,12-12-22 21:11,LOWER MERION,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS,Death,High,Vehicle with vehicle collision,Office areas,1
10.42.0.211-10.42.0.1-60846-53-17,40.0671349,-75.3180665,SCHUYLKILL EXPY & RAMP I76 WB TO MATSONFORD RD; WEST CONSHOHOCKEN; 2022-12-12 @ 21:15:08;,19428,12-12-22 21:15,WEST CONSHOHOCKEN,SCHUYLKILL EXPY & RAMP I76 WB TO MATSONFORD RD,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
172.217.3.110-10.42.0.42-443-41612-17,40.0671349,-75.3180665,SCHUYLKILL EXPY & RAMP I76 WB TO MATSONFORD RD; WEST CONSHOHOCKEN; 2022-12-12 @ 21:13:05;,19428,12-12-22 21:13,WEST CONSHOHOCKEN,SCHUYLKILL EXPY & RAMP I76 WB TO MATSONFORD RD,Death,Medium,Vehicle with vehicle collision,Residential areas,1
10.42.0.42-112.73.28.69-44754-80-6,40.313464,-75.6066519,MOORE DR & S WERSTLER AVE;  DOUGLASS; Station 332; 2022-12-12 @ 21:12:50;,19525,12-12-22 21:12,DOUGLASS,MOORE DR & S WERSTLER AVE,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
172.217.11.2-10.42.0.211-443-42299-6,40.155827,-75.3652085,GERMANTOWN PIKE & BRIDLE PATH RD;  EAST NORRITON; Station 308B; 2022-12-12 @ 21:17:04;,19403,12-12-22 21:17,EAST NORRITON,GERMANTOWN PIKE & BRIDLE PATH RD,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
203.205.158.61-10.42.0.151-80-40870-6,40.3294686,-75.3357628,N MAIN ST; TELFORD; 2022-12-12 @ 21:27:36-Station:STA75;,18969,12-12-22 21:27,TELFORD,N MAIN ST,Death,Medium,Vehicle with vehicle collision,Office areas,1
10.42.0.42-106.11.94.1-38016-443-6,40.3294686,-75.3357628,N MAIN ST;  TELFORD; Station 339; 2022-12-12 @ 21:27:45;,18969,12-12-22 21:27,TELFORD,N MAIN ST,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.211-108.174.10.10-43244-80-6,40.3253395,-75.3286481,N MAIN ST & PENN AVE; TELFORD; 2022-12-12 @ 21:27:48;,18969,12-12-22 21:27,TELFORD,N MAIN ST & PENN AVE,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.211-10.42.0.1-46328-53-17,40.2824484,-75.6087387,MOCK RD & NEEDHAMMER RD; UPPER POTTSGROVE; 2022-12-12 @ 21:34:57-Station:STA79;,19464,12-12-22 21:34,UPPER POTTSGROVE,MOCK RD & NEEDHAMMER RD,Minor Injury,Medium,Collision with roadside objects,Other,0
10.42.0.42-88.212.196.66-47398-443-6,40.0865421,-75.3807419,KINGWOOD RD & FORGE RD;  UPPER MERION; Station 317; 2022-12-12 @ 21:32:04;,19406,12-12-22 21:32,UPPER MERION,KINGWOOD RD & FORGE RD,Greviously Injured,High,Vehicle with vehicle collision,Other,2
10.42.0.211-74.6.105.13-38960-443-6,40.3246615,-75.3274847,MAIN ST & E LINCOLN AVE; TELFORD; 2022-12-12 @ 21:27:36-Station:STA75;,18969,12-12-22 21:27,TELFORD,MAIN ST & E LINCOLN AVE,Minor Injury,High,Collision with roadside objects,Residential areas,0
10.42.0.151-13.32.234.221-53120-443-6,40.143183,-75.11915,PARK AVE & MORELAND RD;  UPPER MORELAND; Station 381; 2022-12-12 @ 21:39:03;,19090,12-12-22 21:39,UPPER MORELAND,PARK AVE & MORELAND RD,Greviously Injured,Medium,Vehicle with vehicle collision,School areas,2
10.42.0.211-115.239.210.141-56029-443-6,40.3246615,-75.3274847,MAIN ST & E LINCOLN AVE;  TELFORD; Station 339; 2022-12-12 @ 21:27:45;,18969,12-12-22 21:27,TELFORD,MAIN ST & E LINCOLN AVE,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.211-64.71.142.96-45744-443-6,40.3246615,-75.3274847,MAIN ST & E LINCOLN AVE; TELFORD; 2022-12-12 @ 21:27:48;,18969,12-12-22 21:27,TELFORD,MAIN ST & E LINCOLN AVE,Death,High,,Office areas,1
10.42.0.151-54.239.17.112-40979-443-6,40.1085232,-75.3200299,LUCETTA ST & HAWS ALY;  PLYMOUTH; Station 308A; 2022-12-12 @ 21:41:45;,19462,12-12-22 21:41,PLYMOUTH,LUCETTA ST & HAWS ALY,Minor Injury,High,Collision with pedestrians, Church areas,0
10.42.0.211-111.206.25.159-48436-80-6,40.0865621,-75.2492571,WOODRUFF RD & CRESCENT AVE; WHITEMARSH; 2022-12-12 @ 21:50:20-Station:STA29;,19444,12-12-22 21:50,WHITEMARSH,WOODRUFF RD & CRESCENT AVE,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.151-66.198.24.243-48141-80-6,40.2511741,-75.6439755,EVANS ST & JEFFERSON AVE; POTTSTOWN; 2022-12-12 @ 21:46:58-Station:STA69;,19464,12-12-22 21:46,POTTSTOWN,EVANS ST & JEFFERSON AVE,Greviously Injured,High,Vehicle with vehicle collision,Other,2
140.205.134.25-10.42.0.151-443-52415-6,40.1726706,-75.402652,GERMANTOWN PIKE;  WORCESTER; Station 322; 2022-12-12 @ 22:00:13;,,12-12-22 22:00,WORCESTER,GERMANTOWN PIKE,Minor Injury,High,Vehicle with vehicle collision,Other,0
208.80.154.224-10.42.0.211-443-33432-6,40.0878579,-75.254296,GERMANTOWN PIKE & WESTAWAY DR; WHITEMARSH; 2022-12-12 @ 21:57:17-Station:STA29;,19444,12-12-22 21:57,WHITEMARSH,GERMANTOWN PIKE & WESTAWAY DR,Death,Medium,Collision with pedestrians,Other,1
10.42.0.42-23.192.4.224-34405-80-6,40.1617387,-75.3797797,GERMANTOWN PIKE & N PARK AVE; WORCESTER; 2022-12-12 @ 22:00:57;,19403,12-12-22 22:00,WORCESTER,GERMANTOWN PIKE & N PARK AVE,Greviously Injured,High,Collision with roadside objects,Office areas,2
10.42.0.211-34.198.117.127-60142-80-6,40.146865,-75.3952095,N PARK AVE & RIDGE PIKE; LOWER PROVIDENCE; 2022-12-12 @ 22:00:17;,19403,12-12-22 22:00,LOWER PROVIDENCE,N PARK AVE & RIDGE PIKE,Death,Medium,,Office areas,1
10.42.0.151-10.42.0.1-49029-53-17,40.0249667,-75.2829046,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS; LOWER MERION; 2022-12-12 @ 22:05:32;,,12-12-22 22:05,LOWER MERION,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS,Minor Injury,Medium,Vehicle with vehicle collision,Residential areas,0
175.100.207.233-10.42.0.211-80-47263-6,40.1648638,-75.4172013,RIDGE PIKE;  LOWER PROVIDENCE; Station 322; 2022-12-12 @ 22:00:13;,,12-12-22 22:00,LOWER PROVIDENCE,RIDGE PIKE,Greviously Injured,Medium,,Office areas,2
172.217.6.226-10.42.0.211-443-51606-6,40.146865,-75.3952095,RIDGE PIKE & N PARK AVE; LOWER PROVIDENCE; 2022-12-12 @ 22:00:57;,19403,12-12-22 22:00,LOWER PROVIDENCE,RIDGE PIKE & N PARK AVE,Minor Injury,High,,Residential areas,0
172.217.10.10-10.42.0.211-443-34890-6,40.146865,-75.3952095,RIDGE PIKE & N PARK AVE; LOWER PROVIDENCE; 2022-12-12 @ 22:07:02;,19403,12-12-22 22:07,LOWER PROVIDENCE,RIDGE PIKE & N PARK AVE,Death,Medium,,Office areas,1
169.45.248.120-10.42.0.151-5222-33802-6,40.2453228,-75.6476439,HIGH ST & N CHARLOTTE ST;  POTTSTOWN; Station 329; 2022-12-12 @ 22:09:32;,19464,12-12-22 22:09,POTTSTOWN,HIGH ST & N CHARLOTTE ST,Minor Injury,High,Vehicle with vehicle collision,Other,0
172.217.7.195-10.42.0.151-80-38922-6,40.1507107,-75.0552739,FETTERS MILL SQ & FETTERSMILL RD;  LOWER MORELAND; Station 355; 2022-12-12 @ 22:15:05;,,12-12-22 22:15,LOWER MORELAND,FETTERS MILL SQ & FETTERSMILL RD,Death,High,Vehicle with vehicle collision,Office areas,1
10.42.0.42-111.202.114.35-39504-80-6,40.2730808,-75.4641262,ASPEN WAY & VILLAGE DR;  LOWER FREDERICK; Station 331; 2022-12-12 @ 22:14:32;,19473,12-12-22 22:14,LOWER FREDERICK,ASPEN WAY & VILLAGE DR,Greviously Injured,Medium,Collision with roadside objects,School areas,2
172.217.10.10-10.42.0.211-443-37944-6,40.0631427,-75.336395,LINCOLN AVE & SUPPLEE LN;  UPPER MERION; Station 317; 2022-12-12 @ 22:20:17;,19428,12-12-22 22:20,UPPER MERION,LINCOLN AVE & SUPPLEE LN,Minor Injury,High,Collision with roadside objects,Residential areas,0
172.217.3.104-10.42.0.211-443-44643-6,40.1169103,-75.355377,HAWS AVE & W WASHINGTON ST;  NORRISTOWN; Station 308A; 2022-12-12 @ 22:21:58;,19401,12-12-22 22:21,NORRISTOWN,HAWS AVE & W WASHINGTON ST,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
221.228.208.94-10.42.0.211-80-57567-6,40.073976,-75.306302,1ST AVE & FAYETTE ST;  CONSHOHOCKEN; Station 313A; 2022-12-12 @ 22:27:14;,19428,12-12-22 22:27,CONSHOHOCKEN,1ST AVE & FAYETTE ST,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
151.101.1.140-10.42.0.211-443-44561-6,40.1051084,-75.3451838,BORO LINE RD & RR OVERPASS; BRIDGEPORT; 2022-12-12 @ 22:34:13-Station:STA31;,,12-12-22 22:34,BRIDGEPORT,BORO LINE RD & RR OVERPASS,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.211-117.121.27.10-55770-80-6,40.1041054,-75.3569152,ROSS RD & W BORO LINE RD; BRIDGEPORT; 2022-12-12 @ 22:34:47;,19406,12-12-22 22:34,BRIDGEPORT,ROSS RD & W BORO LINE RD,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
172.217.12.136-10.42.0.42-443-35414-6,40.1041054,-75.3569152,ROSS RD & W BORO LINE RD; BRIDGEPORT; 2022-12-12 @ 22:35:38;,19406,12-12-22 22:35,BRIDGEPORT,ROSS RD & W BORO LINE RD,Death,High,Vehicle with vehicle collision,Residential areas,1
172.217.12.174-10.42.0.151-443-58171-6,40.073976,-75.306302,1ST AVE & FAYETTE ST; CONSHOHOCKEN; 2022-12-12 @ 22:40:45-Station:STA36;,19428,12-12-22 22:40,CONSHOHOCKEN,1ST AVE & FAYETTE ST,Minor Injury,High,Rollover,Other,0
10.42.0.42-125.88.193.249-47764-80-6,40.0885102,-75.1830359,WILLOW GROVE AVE & W GLENSIDE AVE;  CHELTENHAM; Station 358A; 2022-12-12 @ 22:44:03;,19038,12-12-22 22:44,CHELTENHAM,WILLOW GROVE AVE & W GLENSIDE AVE,Death,Medium,Vehicle with vehicle collision, Industrial areas,1
10.42.0.151-10.42.0.1-57758-53-17,40.1747938,-75.3033373,ASHFORD LN & SKIPPACK PIKE;  WHITPAIN; Station 385; 2022-12-12 @ 22:46:27;,19422,12-12-22 22:46,WHITPAIN,ASHFORD LN & SKIPPACK PIKE,Greviously Injured,High,Collision with roadside objects,Office areas,2
172.217.8.3-10.42.0.151-80-37419-6,40.2658664,-75.2991339,KOFFEL RD & ELM ST;  HATFIELD TOWNSHIP; Station 345; 2022-12-12 @ 22:53:33;,19440,12-12-22 22:53,HATFIELD TOWNSHIP,KOFFEL RD & ELM ST,Minor Injury,High,Collision with pedestrians,  Recreational areas,0
172.217.6.234-10.42.0.211-443-54634-6,40.2837923,-75.3879518,PIONEER CIR & PARK AVE;  LOWER SALFORD; Station 344; 2022-12-12 @ 22:56:03;,19438,12-12-22 22:56,LOWER SALFORD,PIONEER CIR & PARK AVE,Death,Medium,Vehicle with vehicle collision,Residential areas,1
10.42.0.211-36.110.213.49-56270-80-6,40.0883549,-75.3821004,DEKALB PIKE & ALLENDALE RD; UPPER MERION; 2022-12-12 @ 23:02:39;,19406,12-12-22 23:02,UPPER MERION,DEKALB PIKE & ALLENDALE RD,Greviously Injured,High,Vehicle with vehicle collision,Residential areas,2
10.42.0.151-104.192.110.245-52502-80-6,40.0674726,-75.3253654,NEW DEHAVEN ST & UNION HILL RD;  WEST CONSHOHOCKEN; Station 313A; 2022-12-12 @ 23:07:43;,19428,12-12-22 23:07,WEST CONSHOHOCKEN,NEW DEHAVEN ST & UNION HILL RD,Death,Medium,Vehicle with vehicle collision, Church areas,1
172.217.7.131-10.42.0.42-80-34655-6,40.2449588,-75.243333,BETHLEHEM PIKE & VILSMEIER RD; MONTGOMERY; 2022-12-12 @ 23:08:07;,19454,12-12-22 23:08,MONTGOMERY,BETHLEHEM PIKE & VILSMEIER RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
192.229.173.136-10.42.0.42-443-40599-6,40.1003438,-75.2939548,CHEMICAL RD & GALLAGHER RD;  PLYMOUTH; Station 308; 2022-12-12 @ 23:14:14;,19462,12-12-22 23:14,PLYMOUTH,CHEMICAL RD & GALLAGHER RD,Greviously Injured,High,Vehicle with vehicle collision,,2
172.217.3.106-10.42.0.211-443-40499-6,40.1793752,-75.2362381,ROSSETT CT & DEAD END;  LOWER GWYNEDD; Station 351; 2022-12-12 @ 23:13:38;,,12-12-22 23:13,LOWER GWYNEDD,ROSSETT CT & DEAD END,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
172.217.10.78-10.42.0.211-443-45594-6,40.1218989,-75.2886415,GERMANTOWN PIKE & WALTON RD;  PLYMOUTH; Station 308; 2022-12-12 @ 23:20:16;,19462,12-12-22 23:20,PLYMOUTH,GERMANTOWN PIKE & WALTON RD,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.211-54.231.88.26-57044-443-6,40.210964,-75.1771009,DAVIS GROVE RD & MIDFIELD DR;  HORSHAM; Station 352; 2022-12-12 @ 23:21:49;,19002,12-12-22 23:21,HORSHAM,DAVIS GROVE RD & MIDFIELD DR,Minor Injury,Medium,Collision with roadside objects, Church areas,0
10.42.0.42-23.206.125.17-39531-80-6,40.1805757,-75.1333253,DRESHER RD & HORSHAM RD; HORSHAM; 2022-12-12 @ 23:23:57;,19044,12-12-22 23:23,HORSHAM,DRESHER RD & HORSHAM RD,Death,High,Rollover,Other,1
172.217.9.234-10.42.0.211-443-54198-6,40.160774,-75.1494744,WELSH RD & DRESHERTOWN RD; HORSHAM; 2022-12-12 @ 23:23:02;,19025,12-12-22 23:23,HORSHAM,WELSH RD & DRESHERTOWN RD,Greviously Injured,High,Vehicle with vehicle collision, Church areas,2
10.42.0.211-10.42.0.1-57317-53-17,40.160774,-75.1494744,WELSH RD & DRESHERTOWN RD; HORSHAM; 2022-12-12 @ 23:24:08;,19025,12-12-22 23:24,HORSHAM,WELSH RD & DRESHERTOWN RD,Minor Injury,Medium,Collision with pedestrians, Church areas,0
10.42.0.211-40.69.219.199-50315-443-6,40.210964,-75.1771009,DAVIS GROVE RD & MIDFIELD DR; HORSHAM; 2022-12-12 @ 23:21:43;,19002,12-12-22 23:21,HORSHAM,DAVIS GROVE RD & MIDFIELD DR,Minor Injury,High,Vehicle with vehicle collision,Other,0
205.204.101.196-10.42.0.42-443-49285-6,40.254768,-75.6604586,SHOEMAKER RD & ROBINSON ST;  POTTSTOWN; Station 329; 2022-12-12 @ 23:38:20;,19464,12-12-22 23:38,POTTSTOWN,SHOEMAKER RD & ROBINSON ST,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.211-104.97.95.172-45764-80-6,40.2519298,-75.680419,HOWARD ST & RICE ST; WEST POTTSGROVE; 2022-12-12 @ 23:40:40-Station:STA57;,19464,12-12-22 23:40,WEST POTTSGROVE,HOWARD ST & RICE ST,Greviously Injured,Medium,Collision with pedestrians,School areas,2
10.42.0.211-10.42.0.1-34312-53-17,40.3197376,-75.6100761,PHILADELPHIA AVE & CONGO RD;  DOUGLASS; Station 332; 2022-12-12 @ 23:42:46;,19525,12-12-22 23:42,DOUGLASS,PHILADELPHIA AVE & CONGO RD,Death,High,Collision with pedestrians,Residential areas,1
10.42.0.211-10.42.0.1-10561-53-17,40.1152488,-75.3413789,DEKALB ST; NORRISTOWN; 2022-12-12 @ 23:46:28-Station:STA27;,,12-12-22 23:46,NORRISTOWN,DEKALB ST,Minor Injury,High,Vehicle with vehicle collision,Other,0
172.217.10.35-10.42.0.151-443-38003-6,40.1199455,-75.3383214,DEKALB ST & E ELM ST; NORRISTOWN; 2022-12-12 @ 23:48:54;,19401,12-12-22 23:48,NORRISTOWN,DEKALB ST & E ELM ST,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
10.42.0.151-10.42.0.1-23309-53-17,40.1152488,-75.3413789,DEKALB ST;  NORRISTOWN; Station 308A; 2022-12-12 @ 23:51:51;,,12-12-22 23:51,NORRISTOWN,DEKALB ST,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.151-10.42.0.1-22929-53-17,40.1585374,-75.2141231,ARGYLE AVE & S BETHLEHEM PIKE;  UPPER DUBLIN; Station 351; 2022-12-13 @ 00:06:54;,19002,13-12-22 0:06,UPPER DUBLIN,ARGYLE AVE & S BETHLEHEM PIKE,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.211-64.71.142.120-41720-443-6,40.1192425,-75.3388066,DEKALB ST & E JACOBY ST; NORRISTOWN; 2022-12-12 @ 23:46:28-Station:STA27;,19401,12-12-22 23:46,NORRISTOWN,DEKALB ST & E JACOBY ST,Minor Injury,Medium,Vehicle with vehicle collision,Residential areas,0
